analogy,cos,w3w4,w2w4,addrank,baserank,domainsimrank,mulrank,diffrank,category,freq1,freq2,freq3,freq4
pig:piglet::hawk:eyas,0.23081191569258905,0.353536523858066,0.16192256713662173,1835,234,29432,2087,1076655,: animal and young,16222,687,18391,8
pig:piglet::horse:foal,0.28049713816702515,0.45714174130924584,0.14771537279841357,644,162,42201,668,1265762,: animal and young,16222,687,127812,1994
pig:piglet::kangaroo:joey,0.007841290494334638,0.04491019046069009,0.13413931897899997,610901,287301,59335,630033,1026973,: animal and young,16222,687,7074,16138
pig:piglet::owl:owlet,0.42075928659635026,0.5969596646931629,0.13074825425234007,22,7,64572,24,942373,: animal and young,16222,687,12424,280
pig:piglet::rabbit:bunny,0.47198642209087177,0.6252425600216586,0.40446185630782655,11,4,87,10,290832,: animal and young,16222,687,15931,7773
pig:piglet::sheep:lamb,0.1151789943093403,0.3944894837882045,0.15560056892239263,66205,553,34513,74083,1350638,: animal and young,16222,687,31794,14866
pig:piglet::swan:cygnet,0.2809803614159555,0.449334840657349,0.10286392119828175,191,12,127652,177,1268157,: animal and young,16222,687,20773,481
rabbit:bunny::bear:cub,0.29093426189754773,0.438731753874935,0.2511198732186109,70,18,3694,81,1204630,: animal and young,15931,7773,71174,5378
rabbit:bunny::cat:kitten,0.513017580558786,0.6754624000989568,0.4572984448273813,2,4,45,2,524715,: animal and young,15931,7773,50326,2739
rabbit:bunny::cow:calf,0.3824529092722735,0.6276009130868511,0.1171970569518841,9,5,64551,9,1348231,: animal and young,15931,7773,16036,5455
rabbit:bunny::chicken:chick,0.4397037236947797,0.45003591929293324,0.37871057616297604,18,408,261,15,2188,: animal and young,15931,7773,22976,6717
rabbit:bunny::deer:fawn,0.21781139264962204,0.3926426801159821,0.211698509005176,1718,533,7968,1605,1334106,: animal and young,15931,7773,29237,1981
rabbit:bunny::dog:puppy,0.5389672629874458,0.7299511716777783,0.3937309475610058,1,2,197,1,793819,: animal and young,15931,7773,80547,3762
rabbit:bunny::duck:duckling,0.324675686105388,0.47139897186462243,0.4067631646621371,121,63,150,100,1135321,: animal and young,15931,7773,22351,752
rabbit:bunny::eagle:eaglet,0.31751804049468474,0.4465164629735501,-0.037633345040812775,61,56,983171,69,982808,: animal and young,15931,7773,46506,207
rabbit:bunny::fish:fingerling,0.29761595262592944,0.503524640250697,0.14119420004868902,2106,357,36755,1981,1342580,: animal and young,15931,7773,129071,54
rabbit:bunny::fly:maggot,0.07749444014891106,0.2763198470880295,0.19568649979830538,87761,1636,11089,90500,1349435,: animal and young,15931,7773,64317,680
rabbit:bunny::frog:tadpole,0.3341533022322507,0.5151180288969297,0.19320264350872096,411,236,11690,414,1297616,: animal and young,15931,7773,22637,907
rabbit:bunny::horse:foal,0.2930504903918761,0.45714174130924584,0.08891748245033891,718,162,125241,698,1276575,: animal and young,15931,7773,127812,1994
rabbit:bunny::insect:larva,0.3976238829172982,0.5858081715864989,0.04683438349173812,540,63,310019,527,1265541,: animal and young,15931,7773,13238,4807
rabbit:bunny::goose:gosling,0.11941272677163409,0.08799912251630734,0.11919199181168018,37691,139800,61587,37432,113586,: animal and young,15931,7773,9631,1514
rabbit:bunny::hawk:eyas,0.1927992031463519,0.353536523858066,0.08597641247798121,3944,234,134032,3778,1324475,: animal and young,15931,7773,18391,8
rabbit:bunny::horse:foal,0.2930504903918761,0.45714174130924584,0.08891748245033891,718,162,125241,698,1276575,: animal and young,15931,7773,127812,1994
rabbit:bunny::kangaroo:joey,0.20480500853154485,0.04491019046069009,0.3158981346944375,5591,287301,1048,5729,105,: animal and young,15931,7773,7074,16138
rabbit:bunny::owl:owlet,0.4173941321080522,0.5969596646931629,0.09387584314950767,7,7,111768,8,1182687,: animal and young,15931,7773,12424,280
rabbit:bunny::pig:piglet,0.3208703997631011,0.5376172143906938,0.40446185630782655,163,23,154,142,1344286,: animal and young,15931,7773,16222,687
rabbit:bunny::sheep:lamb,0.2823588562043622,0.3944894837882045,0.19926592842768526,509,553,10326,486,988123,: animal and young,15931,7773,31794,14866
rabbit:bunny::swan:cygnet,0.3571325372812445,0.449334840657349,0.08928460940433294,26,12,124162,28,350398,: animal and young,15931,7773,20773,481
sheep:lamb::bear:cub,0.28309841021820475,0.438731753874935,0.10807146526799964,138,19,96861,143,830594,: animal and young,31794,14866,71174,5378
sheep:lamb::cat:kitten,0.4900870953912135,0.6754624000989568,0.16750382168581512,1,5,23798,1,149910,: animal and young,31794,14866,50326,2739
sheep:lamb::cow:calf,0.38634606010550954,0.6276009130868511,0.3621483119604023,17,5,77,17,1066373,: animal and young,31794,14866,16036,5455
sheep:lamb::chicken:chick,0.390958792046848,0.45003591929293324,0.275635021802965,213,409,1175,206,19022,: animal and young,31794,14866,22976,6717
sheep:lamb::deer:fawn,0.23524373058445475,0.3926426801159821,0.19681843196442617,842,533,11170,837,932250,: animal and young,31794,14866,29237,1981
sheep:lamb::dog:puppy,0.49360701362747644,0.7299511716777783,0.24594648287886772,2,2,2918,2,476789,: animal and young,31794,14866,80547,3762
sheep:lamb::duck:duckling,0.3648963102579218,0.47139897186462243,0.22086571771089922,32,65,5861,31,141648,: animal and young,31794,14866,22351,752
sheep:lamb::eagle:eaglet,0.30647094135683534,0.4465164629735501,-0.0011367272489898482,132,56,703404,133,581366,: animal and young,31794,14866,46506,207
sheep:lamb::fish:fingerling,0.29806584110031725,0.503524640250697,0.18049335761148846,1904,357,17064,1921,1069399,: animal and young,31794,14866,129071,54
sheep:lamb::fly:maggot,0.1546420140047501,0.2763198470880295,0.22547606431454517,14765,1636,5139,15140,1017075,: animal and young,31794,14866,64317,680
sheep:lamb::frog:tadpole,0.3792140146064947,0.5151180288969297,0.11702482053640571,44,236,79411,44,227362,: animal and young,31794,14866,22637,907
sheep:lamb::horse:foal,0.27338754529663845,0.45714174130924584,0.1686491138067425,745,162,23125,732,1011126,: animal and young,31794,14866,127812,1994
sheep:lamb::insect:larva,0.32501066433890013,0.5858081715864989,0.010405714399107792,274,63,605721,280,1276261,: animal and young,31794,14866,13238,4807
sheep:lamb::goose:gosling,0.21548633935404615,0.08799912251630734,0.22399164184108164,2766,139800,5381,2837,2686,: animal and young,31794,14866,9631,1514
sheep:lamb::hawk:eyas,0.19313772957794456,0.353536523858066,0.09040295115870434,5261,234,142342,5322,1181106,: animal and young,31794,14866,18391,8
sheep:lamb::horse:foal,0.27338754529663845,0.45714174130924584,0.1686491138067425,745,162,23125,732,1011126,: animal and young,31794,14866,127812,1994
sheep:lamb::kangaroo:joey,0.21037557277997593,0.04491019046069009,0.16519492602200123,4015,287301,25170,4150,1772,: animal and young,31794,14866,7074,16138
sheep:lamb::owl:owlet,0.3744508876299983,0.5969596646931629,0.028076792365340934,16,7,465397,16,1006845,: animal and young,31794,14866,12424,280
sheep:lamb::pig:piglet,0.32946771579412676,0.5376172143906938,0.15560056892239263,203,24,31913,185,1057346,: animal and young,31794,14866,16222,687
sheep:lamb::rabbit:bunny,0.5222178305678526,0.6252425600216586,0.19926592842768526,1,4,10483,1,2429,: animal and young,31794,14866,15931,7773
sheep:lamb::swan:cygnet,0.2779362693091384,0.449334840657349,0.08885439644918147,815,12,147209,821,1055073,: animal and young,31794,14866,20773,481
swan:cygnet::bear:cub,0.3942436288745808,0.438731753874935,0.19113209303084924,1,19,10775,1,6550,: animal and young,20773,481,71174,5378
swan:cygnet::cat:kitten,0.4977914294825755,0.6754624000989568,0.1282645702245413,3,5,53147,2,116957,: animal and young,20773,481,50326,2739
swan:cygnet::cow:calf,0.5203431007227323,0.6276009130868511,0.20359883202621493,2,5,7877,2,1055,: animal and young,20773,481,16036,5455
swan:cygnet::chicken:chick,0.32494456120842224,0.45003591929293324,0.08050350103779329,325,409,166617,289,447984,: animal and young,20773,481,22976,6717
swan:cygnet::deer:fawn,0.25397459660043975,0.3926426801159821,0.2424157312046979,1179,534,2831,1139,872573,: animal and young,20773,481,29237,1981
swan:cygnet::dog:puppy,0.5408552790780994,0.7299511716777783,0.1136417051383793,3,2,76109,3,55249,: animal and young,20773,481,80547,3762
swan:cygnet::duck:duckling,0.27761978833039946,0.47139897186462243,0.21909016370069745,326,65,5291,248,1189799,: animal and young,20773,481,22351,752
swan:cygnet::eagle:eaglet,0.42529576055343404,0.4465164629735501,0.4057227389919702,4,56,20,4,994,: animal and young,20773,481,46506,207
swan:cygnet::fish:fingerling,0.36363410211203695,0.503524640250697,0.14954204147436123,231,357,31120,208,385804,: animal and young,20773,481,129071,54
swan:cygnet::fly:maggot,0.17466654889120553,0.2763198470880295,0.05914060190927512,8690,1636,264372,9122,944240,: animal and young,20773,481,64317,680
swan:cygnet::frog:tadpole,0.4151927012623298,0.5151180288969297,0.18224547980375894,47,236,13498,48,37758,: animal and young,20773,481,22637,907
swan:cygnet::horse:foal,0.4218065647001467,0.45714174130924584,0.31481584749277103,30,162,359,30,1544,: animal and young,20773,481,127812,1994
swan:cygnet::insect:larva,0.4406163396798428,0.5858081715864989,0.08103801249846602,43,63,164601,40,160502,: animal and young,20773,481,13238,4807
swan:cygnet::goose:gosling,0.04643481887322969,0.08799912251630734,0.10177820451899,322142,139800,101203,312611,856003,: animal and young,20773,481,9631,1514
swan:cygnet::hawk:eyas,0.2537720092414579,0.353536523858066,0.17576185122578472,1565,234,15891,1513,520308,: animal and young,20773,481,18391,8
swan:cygnet::horse:foal,0.4218065647001467,0.45714174130924584,0.31481584749277103,30,162,359,30,1544,: animal and young,20773,481,127812,1994
swan:cygnet::kangaroo:joey,-0.025815162569721172,0.04491019046069009,-0.02084185596125348,881774,287301,896433,882358,1208879,: animal and young,20773,481,7074,16138
swan:cygnet::owl:owlet,0.47012503886031615,0.5969596646931629,0.2831182995518528,4,7,950,4,22809,: animal and young,20773,481,12424,280
swan:cygnet::pig:piglet,0.32229843195038876,0.5376172143906938,0.10286392119828176,88,24,98675,74,1280233,: animal and young,20773,481,16222,687
swan:cygnet::rabbit:bunny,0.37499906329614524,0.6252425600216586,0.08928460940433294,43,4,136035,44,1258744,: animal and young,20773,481,15931,7773
swan:cygnet::sheep:lamb,0.14844519825102998,0.3944894837882045,0.08885439644918147,22837,554,137403,21875,1350061,: animal and young,20773,481,31794,14866
father:son::mother:daughter,0.9072592871027423,0.7252039819196353,0.8626994972242068,1,8,1,1,1,: kin relations,540937,571764,333046,308974
father:son::aunt:niece,0.8152898728182298,0.8063292991127256,0.691298413331927,1,2,11,1,4,: kin relations,540937,571764,21856,13684
father:son::uncle:nephew,0.8672622493279719,0.8522450083766631,0.8112038223046348,1,1,2,1,2,: kin relations,540937,571764,64841,37129
father:son::grandfather:grandson,0.9212589443437081,0.8444826534053061,0.7914521527597779,1,1,5,1,1,: kin relations,540937,571764,50854,41524
father:son::grandmother:granddaughter,0.8173192683698396,0.6777944862187879,0.6877468266212661,1,10,12,1,1,: kin relations,540937,571764,23199,14433
mother:daughter::father:son,0.9206621927389691,0.8060818731048777,0.8626994972242068,1,2,1,1,1,: kin relations,333046,308974,540937,571764
mother:daughter::aunt:niece,0.8577907335557083,0.8063292991127256,0.8436395462956935,1,2,3,1,1,: kin relations,333046,308974,21856,13684
mother:daughter::uncle:nephew,0.8434127988715486,0.8522450083766631,0.6413766122969491,1,1,24,1,1,: kin relations,333046,308974,64841,37129
mother:daughter::grandfather:grandson,0.882416608368429,0.8444826534053061,0.6285275635759396,1,1,26,1,1,: kin relations,333046,308974,50854,41524
mother:daughter::grandmother:granddaughter,0.8736008698830448,0.6777944862187879,0.7971777037127057,1,10,4,1,1,: kin relations,333046,308974,23199,14433
aunt:niece::father:son,0.8392363017670192,0.8060818731048777,0.691298413331927,1,3,14,1,1,: kin relations,21856,13684,540937,571764
aunt:niece::mother:daughter,0.8436523945977312,0.7252039819196353,0.8436395462956935,1,8,2,1,1,: kin relations,21856,13684,333046,308974
aunt:niece::uncle:nephew,0.9317268714971043,0.8522450083766631,0.7451692341683597,1,1,7,1,1,: kin relations,21856,13684,64841,37129
aunt:niece::grandfather:grandson,0.8911463559101215,0.8444826534053061,0.6513656278852262,1,1,18,1,1,: kin relations,21856,13684,50854,41524
aunt:niece::grandmother:granddaughter,0.8673742373430298,0.6777944862187879,0.8759919075307597,1,9,1,1,1,: kin relations,21856,13684,23199,14433
uncle:nephew::father:son,0.8597532313214917,0.8060818731048777,0.8112038223046348,1,2,3,1,1,: kin relations,64841,37129,540937,571764
uncle:nephew::mother:daughter,0.7965278470192602,0.7252039819196353,0.6413766122969491,1,9,15,1,3,: kin relations,64841,37129,333046,308974
uncle:nephew::aunt:niece,0.9164831291790666,0.8063292991127256,0.7451692341683597,1,2,6,1,1,: kin relations,64841,37129,21856,13684
uncle:nephew::grandfather:grandson,0.9299721013411586,0.8444826534053061,0.8493004310091897,1,1,1,1,1,: kin relations,64841,37129,50854,41524
uncle:nephew::grandmother:granddaughter,0.8122626897623832,0.6777944862187879,0.6771028696691632,1,10,10,2,2,: kin relations,64841,37129,23199,14433
grandfather:grandson::father:son,0.9026710635969744,0.8060818731048777,0.7914521527597779,1,3,3,1,1,: kin relations,50854,41524,540937,571764
grandfather:grandson::mother:daughter,0.8302851798728879,0.7252039819196353,0.6285275635759396,1,9,12,1,2,: kin relations,50854,41524,333046,308974
grandfather:grandson::aunt:niece,0.8546487303382617,0.8063292991127256,0.6513656278852262,1,2,10,1,2,: kin relations,50854,41524,21856,13684
grandfather:grandson::uncle:nephew,0.9235637535962948,0.8522450083766631,0.8493004310091897,1,1,1,1,1,: kin relations,50854,41524,64841,37129
grandfather:grandson::grandmother:granddaughter,0.8567381811416034,0.6777944862187879,0.8115521179399393,1,10,2,1,1,: kin relations,50854,41524,23199,14433
grandmother:granddaughter::father:son,0.8413880595592661,0.8060818731048777,0.6877468266212661,1,3,9,1,2,: kin relations,23199,14433,540937,571764
grandmother:granddaughter::mother:daughter,0.8715404654420791,0.7252039819196353,0.7971777037127057,1,8,3,1,1,: kin relations,23199,14433,333046,308974
grandmother:granddaughter::aunt:niece,0.8818404429755886,0.8063292991127256,0.8759919075307597,1,1,1,1,1,: kin relations,23199,14433,21856,13684
grandmother:granddaughter::uncle:nephew,0.8591977416329117,0.8522450083766631,0.6771028696691632,1,1,10,1,2,: kin relations,23199,14433,64841,37129
grandmother:granddaughter::grandfather:grandson,0.914409001995776,0.8444826534053061,0.8115521179399393,1,1,2,1,1,: kin relations,23199,14433,50854,41524
glove:hand::shoe:foot,0.3878812772903039,0.3587046813730277,0.38361325994828693,19,604,244,16,230,: goes on,6009,237557,14647,102260
glove:hand::hat:head,0.13713156456435666,0.215569629011916,0.15937401664923964,20040,4398,17661,20899,761848,: goes on,6009,237557,37672,480046
glove:hand::crown:head,0.13660155097893556,0.22191900629139086,0.15937401664923964,52990,11461,17662,53746,837120,: goes on,6009,237557,105490,480046
glove:hand::necklace:neck,0.29725864316989653,0.39115829602203067,0.38195575618084876,420,266,252,430,215140,: goes on,6009,237557,5170,41670
glove:hand::earring:ear,0.33923526773786394,0.3661197517351607,0.410883793799828,33,159,130,32,8371,: goes on,6009,237557,856,20900
glove:hand::ring:finger,0.4372128716203613,0.43911837972373924,0.5939209927984626,2,42,4,2,102,: goes on,6009,237557,116834,21332
glove:hand::bracelet:wrist,0.37653599488377354,0.44203310319309835,0.5717883134625844,14,55,6,14,13476,: goes on,6009,237557,3144,7719
glove:hand::anklet:ankle,0.18567024070698487,0.24535587260179254,0.3266573859113664,17694,8533,789,16238,394970,: goes on,6009,237557,169,10987
glove:hand::belt:waist,0.3989696228822879,0.4598432535970196,0.4136896039740872,6,10,122,6,5304,: goes on,6009,237557,46076,7218
glove:hand::scarf:neck,0.36440461396195384,0.4906492396957879,0.38195575618084876,120,302,252,128,182992,: goes on,6009,237557,2603,41670
shoe:foot::glove:hand,0.3889292864550676,0.4150482748167898,0.38361325994828693,28,54,188,28,2247,: goes on,14647,102260,6009,237557
shoe:foot::hat:head,0.19433537158817604,0.215569629011916,0.2622657378841625,3275,4398,2274,3322,117149,: goes on,14647,102260,37672,480046
shoe:foot::crown:head,0.18030711150649595,0.22191900629139086,0.2622657378841625,14083,11461,2274,14528,220550,: goes on,14647,102260,105490,480046
shoe:foot::necklace:neck,0.39164245086084654,0.39115829602203067,0.4687537915321816,24,266,28,24,984,: goes on,14647,102260,5170,41670
shoe:foot::earring:ear,0.33800276690236225,0.3661197517351607,0.287554163896706,32,160,1433,35,8275,: goes on,14647,102260,856,20900
shoe:foot::ring:finger,0.3836451872898409,0.43911837972373924,0.40056163329666683,23,42,124,27,5749,: goes on,14647,102260,116834,21332
shoe:foot::bracelet:wrist,0.4176069519673964,0.44203310319309835,0.4413599697303753,4,55,55,4,958,: goes on,14647,102260,3144,7719
shoe:foot::anklet:ankle,0.29017520064339486,0.24535587260179254,0.44032246813260795,663,8533,58,686,3129,: goes on,14647,102260,169,10987
shoe:foot::belt:waist,0.3895958185260566,0.4598432535970196,0.4415141084488743,24,10,54,24,8439,: goes on,14647,102260,46076,7218
shoe:foot::scarf:neck,0.4733939886980852,0.4906492396957879,0.4687537915321816,9,302,28,9,248,: goes on,14647,102260,2603,41670
hat:head::glove:hand,0.21818731351570134,0.4150482748167898,0.15937401664923964,2989,55,25913,3049,1156335,: goes on,37672,480046,6009,237557
hat:head::shoe:foot,0.26482669801845404,0.3587046813730277,0.2622657378841625,230,604,1491,201,188277,: goes on,37672,480046,14647,102260
hat:head::crown:head,0.6188933657186471,0.22191900629139086,1.0000000000000002,1,11461,1,1,1,: goes on,37672,480046,105490,480046
hat:head::necklace:neck,0.3819582220573779,0.39115829602203067,0.46617235263384593,10,266,4,10,849,: goes on,37672,480046,5170,41670
hat:head::earring:ear,0.279681925077349,0.3661197517351607,0.26467497653886374,103,160,1393,95,128458,: goes on,37672,480046,856,20900
hat:head::ring:finger,0.27253939494965457,0.43911837972373924,0.258223469227405,443,42,1663,411,735828,: goes on,37672,480046,116834,21332
hat:head::bracelet:wrist,0.3247255861282774,0.44203310319309835,0.2796518038257621,28,55,900,28,101923,: goes on,37672,480046,3144,7719
hat:head::anklet:ankle,0.15246735535020972,0.24535587260179254,0.21651890399446833,38862,8534,5284,36574,773592,: goes on,37672,480046,169,10987
hat:head::belt:waist,0.31278903541275055,0.4598432535970196,0.3162580816392994,25,10,271,26,314738,: goes on,37672,480046,46076,7218
hat:head::scarf:neck,0.4575802182135504,0.4906492396957879,0.46617235263384593,1,301,4,1,210,: goes on,37672,480046,2603,41670
crown:head::glove:hand,0.2850881320904455,0.4150482748167898,0.15937401664923964,1026,55,25913,1066,372154,: goes on,105490,480046,6009,237557
crown:head::shoe:foot,0.2974183019315584,0.3587046813730277,0.2622657378841625,373,605,1491,357,68249,: goes on,105490,480046,14647,102260
crown:head::hat:head,0.6140400085645357,0.215569629011916,1.0000000000000002,1,4400,1,1,1,: goes on,105490,480046,37672,480046
crown:head::necklace:neck,0.41720579026607,0.39115829602203067,0.46617235263384593,31,266,4,31,505,: goes on,105490,480046,5170,41670
crown:head::earring:ear,0.35936308880961115,0.3661197517351607,0.26467497653886374,26,160,1393,26,4447,: goes on,105490,480046,856,20900
crown:head::ring:finger,0.42193202879159103,0.43911837972373924,0.258223469227405,9,42,1663,9,1162,: goes on,105490,480046,116834,21332
crown:head::bracelet:wrist,0.42529238120915364,0.44203310319309835,0.2796518038257621,5,55,900,6,1145,: goes on,105490,480046,3144,7719
crown:head::anklet:ankle,0.27067723239548236,0.24535587260179254,0.21651890399446833,811,8533,5283,769,15206,: goes on,105490,480046,169,10987
crown:head::belt:waist,0.4171266187580298,0.4598432535970196,0.3162580816392994,4,10,271,4,2325,: goes on,105490,480046,46076,7218
crown:head::scarf:neck,0.42882074960629635,0.4906492396957879,0.46617235263384593,29,302,4,30,3556,: goes on,105490,480046,2603,41670
necklace:neck::glove:hand,0.33377024434350067,0.4150482748167898,0.38195575618084876,401,55,808,404,56078,: goes on,5170,41670,6009,237557
necklace:neck::shoe:foot,0.44625217518092347,0.3587046813730277,0.4687537915321816,29,605,161,26,173,: goes on,5170,41670,14647,102260
necklace:neck::hat:head,0.35207063585143505,0.215569629011916,0.46617235263384593,132,4398,173,137,395,: goes on,5170,41670,37672,480046
necklace:neck::crown:head,0.36134291960239595,0.22191900629139086,0.46617235263384593,29,11459,173,30,312,: goes on,5170,41670,105490,480046
necklace:neck::earring:ear,0.4871361546141191,0.3661197517351607,0.5142298654583816,28,159,71,28,194,: goes on,5170,41670,856,20900
necklace:neck::ring:finger,0.4715464005515569,0.43911837972373924,0.5591534558475612,26,41,42,25,499,: goes on,5170,41670,116834,21332
necklace:neck::bracelet:wrist,0.5917472290372012,0.44203310319309835,0.6110409375820487,1,54,19,1,22,: goes on,5170,41670,3144,7719
necklace:neck::anklet:ankle,0.4393764034445882,0.24535587260179254,0.5137858191640143,37,8532,72,36,105,: goes on,5170,41670,169,10987
necklace:neck::belt:waist,0.513446216347427,0.4598432535970196,0.6738501487836246,4,10,6,4,55,: goes on,5170,41670,46076,7218
necklace:neck::scarf:neck,0.7729167083270406,0.4906492396957879,1.0,1,301,1,1,1,: goes on,5170,41670,2603,41670
earring:ear::glove:hand,0.39726012214425943,0.4150482748167898,0.410883793799828,26,55,234,27,4537,: goes on,856,20900,6009,237557
earring:ear::shoe:foot,0.36783427115629164,0.3587046813730277,0.287554163896706,33,605,2827,33,4523,: goes on,856,20900,14647,102260
earring:ear::hat:head,0.20493332331648112,0.215569629011916,0.26467497653886374,3561,4399,4269,3691,78565,: goes on,856,20900,37672,480046
earring:ear::crown:head,0.2093900968220874,0.22191900629139086,0.26467497653886374,4109,11461,4269,4215,76523,: goes on,856,20900,105490,480046
earring:ear::necklace:neck,0.4837250537323813,0.39115829602203067,0.5142298654583816,4,265,33,4,174,: goes on,856,20900,5170,41670
earring:ear::ring:finger,0.466608595756759,0.43911837972373924,0.5620975148575539,1,42,11,1,337,: goes on,856,20900,116834,21332
earring:ear::bracelet:wrist,0.4597682923779746,0.44203310319309835,0.46597876927443493,1,54,77,1,901,: goes on,856,20900,3144,7719
earring:ear::anklet:ankle,0.28479664188057885,0.24535587260179254,0.3194190538644047,605,8533,1588,565,11675,: goes on,856,20900,169,10987
earring:ear::belt:waist,0.3307171490656473,0.4598432535970196,0.3219459495049538,99,10,1498,108,220775,: goes on,856,20900,46076,7218
earring:ear::scarf:neck,0.5077409675446242,0.4906492396957879,0.5142298654583816,3,302,33,3,220,: goes on,856,20900,2603,41670
ring:finger::glove:hand,0.45957026796002454,0.4150482748167898,0.5939209927984626,13,55,10,13,63,: goes on,116834,21332,6009,237557
ring:finger::shoe:foot,0.33903848512335594,0.3587046813730277,0.40056163329666683,154,605,228,157,6111,: goes on,116834,21332,14647,102260
ring:finger::hat:head,0.20716912824317227,0.215569629011916,0.258223469227405,2948,4398,3109,3035,60740,: goes on,116834,21332,37672,480046
ring:finger::crown:head,0.23207955070934944,0.22191900629139086,0.258223469227405,1594,11461,3110,1642,25991,: goes on,116834,21332,105490,480046
ring:finger::necklace:neck,0.42050655562471906,0.39115829602203067,0.5591534558475612,26,265,14,26,316,: goes on,116834,21332,5170,41670
ring:finger::earring:ear,0.410186438757473,0.3661197517351607,0.5620975148575539,18,160,13,18,197,: goes on,116834,21332,856,20900
ring:finger::bracelet:wrist,0.5350367144380656,0.44203310319309835,0.6852089823233671,3,54,4,3,12,: goes on,116834,21332,3144,7719
ring:finger::anklet:ankle,0.310469978489002,0.24535587260179254,0.4666652925169539,189,8533,66,181,1050,: goes on,116834,21332,169,10987
ring:finger::belt:waist,0.39792837769061723,0.4598432535970196,0.38050347601542484,15,10,324,17,9615,: goes on,116834,21332,46076,7218
ring:finger::scarf:neck,0.4686725617550448,0.4906492396957879,0.5591534558475612,16,302,14,16,386,: goes on,116834,21332,2603,41670
bracelet:wrist::glove:hand,0.4516139786419028,0.4150482748167898,0.5717883134625844,39,53,31,40,573,: goes on,3144,7719,6009,237557
bracelet:wrist::shoe:foot,0.46360902074093363,0.3587046813730277,0.4413599697303753,26,605,225,26,145,: goes on,3144,7719,14647,102260
bracelet:wrist::hat:head,0.26896258082599245,0.215569629011916,0.2796518038257621,1029,4398,2860,1063,7058,: goes on,3144,7719,37672,480046
bracelet:wrist::crown:head,0.285034603929315,0.22191900629139086,0.2796518038257621,525,11460,2860,525,4897,: goes on,3144,7719,105490,480046
bracelet:wrist::necklace:neck,0.5843741291135476,0.39115829602203067,0.6110409375820487,9,265,19,9,39,: goes on,3144,7719,5170,41670
bracelet:wrist::earring:ear,0.4878994222766735,0.3661197517351607,0.46597876927443493,16,159,146,16,133,: goes on,3144,7719,856,20900
bracelet:wrist::ring:finger,0.5735843631136558,0.43911837972373924,0.6852089823233671,7,41,7,8,23,: goes on,3144,7719,116834,21332
bracelet:wrist::anklet:ankle,0.6072137035216424,0.24535587260179254,0.8058174240258248,1,8532,2,1,2,: goes on,3144,7719,169,10987
bracelet:wrist::belt:waist,0.4837490343580695,0.4598432535970196,0.5269103307048041,13,10,70,13,485,: goes on,3144,7719,46076,7218
bracelet:wrist::scarf:neck,0.5680320950536036,0.4906492396957879,0.6110409375820487,12,302,19,11,56,: goes on,3144,7719,2603,41670
anklet:ankle::glove:hand,0.33157094822324507,0.4150482748167898,0.3266573859113664,255,55,664,263,34861,: goes on,169,10987,6009,237557
anklet:ankle::shoe:foot,0.42610202362949695,0.3587046813730277,0.44032246813260795,22,605,126,22,103,: goes on,169,10987,14647,102260
anklet:ankle::hat:head,0.1504261460822211,0.215569629011916,0.21651890399446833,16954,4398,6017,17449,377751,: goes on,169,10987,37672,480046
anklet:ankle::crown:head,0.17281482730694964,0.22191900629139086,0.21651890399446833,5687,11460,6018,5966,212864,: goes on,169,10987,105490,480046
anklet:ankle::necklace:neck,0.4787721096127378,0.39115829602203067,0.5137858191640143,20,265,67,20,90,: goes on,169,10987,5170,41670
anklet:ankle::earring:ear,0.3869764873486936,0.3661197517351607,0.3194190538644047,55,159,760,56,869,: goes on,169,10987,856,20900
anklet:ankle::ring:finger,0.43736130034122755,0.43911837972373924,0.4666652925169538,33,42,103,33,301,: goes on,169,10987,116834,21332
anklet:ankle::bracelet:wrist,0.6512155319516341,0.44203310319309835,0.8058174240258248,1,54,2,1,3,: goes on,169,10987,3144,7719
anklet:ankle::belt:waist,0.34542216342033366,0.4598432535970196,0.4176329219976909,72,10,177,76,63219,: goes on,169,10987,46076,7218
anklet:ankle::scarf:neck,0.5091519387131307,0.4906492396957879,0.5137858191640143,12,302,67,12,81,: goes on,169,10987,2603,41670
belt:waist::glove:hand,0.4472201843017605,0.4150482748167898,0.4136896039740872,28,55,495,28,297,: goes on,46076,7218,6009,237557
belt:waist::shoe:foot,0.38512723481826777,0.3587046813730277,0.4415141084488743,170,605,310,165,800,: goes on,46076,7218,14647,102260
belt:waist::hat:head,0.242758868754806,0.215569629011916,0.3162580816392994,2763,4398,2162,2828,10605,: goes on,46076,7218,37672,480046
belt:waist::crown:head,0.26022900665709653,0.22191900629139086,0.3162580816392994,1485,11461,2162,1550,6798,: goes on,46076,7218,105490,480046
belt:waist::necklace:neck,0.46602015068245706,0.39115829602203067,0.6738501487836246,36,266,12,37,47,: goes on,46076,7218,5170,41670
belt:waist::earring:ear,0.3772706536760195,0.3661197517351607,0.3219459495049538,140,160,1988,142,1452,: goes on,46076,7218,856,20900
belt:waist::ring:finger,0.4486738914902832,0.43911837972373924,0.38050347601542484,30,41,843,29,710,: goes on,46076,7218,116834,21332
belt:waist::bracelet:wrist,0.4725821464577319,0.44203310319309835,0.5269103307048041,12,55,78,14,181,: goes on,46076,7218,3144,7719
belt:waist::anklet:ankle,0.2933036734484835,0.24535587260179254,0.4176329219976909,1149,8533,469,1117,1755,: goes on,46076,7218,169,10987
