: animal and young
fly puppy cow gosling
fly puppy chicken maggot
fly puppy deer kitten
fly puppy dog cub
fly puppy duck foal
fly puppy eagle eaglet
fly puppy fish duckling
fly puppy frog joey
fly puppy insect piglet
fly puppy goose bunny
fly puppy horse fawn
fly puppy kangaroo lamb
fly puppy owl larva
fly puppy pig tadpole
fly puppy rabbit fingerling
fly puppy sheep calf
fly puppy swan cygnet
frog joey bear owlet
frog joey cat chick
frog joey cow gosling
frog joey chicken maggot
frog joey deer kitten
frog joey dog cub
frog joey duck foal
frog joey eagle eaglet
frog joey fish duckling
frog joey fly puppy
frog joey insect piglet
frog joey goose bunny
frog joey horse fawn
frog joey kangaroo lamb
frog joey owl larva
frog joey pig tadpole
frog joey rabbit fingerling
frog joey sheep calf
frog joey swan cygnet
insect piglet bear owlet
insect piglet cat chick
insect piglet cow gosling
insect piglet chicken maggot
insect piglet deer kitten
insect piglet dog cub
insect piglet duck foal
insect piglet eagle eaglet
insect piglet fish duckling
insect piglet fly puppy
insect piglet frog joey
insect piglet goose bunny
insect piglet horse fawn
insect piglet kangaroo lamb
insect piglet owl larva
insect piglet pig tadpole
insect piglet rabbit fingerling
insect piglet sheep calf
insect piglet swan cygnet
goose bunny bear owlet
goose bunny cat chick
goose bunny cow gosling
goose bunny chicken maggot
goose bunny deer kitten
goose bunny dog cub
goose bunny duck foal
goose bunny eagle eaglet
goose bunny fish duckling
goose bunny fly puppy
goose bunny frog joey
goose bunny insect piglet
goose bunny horse fawn
goose bunny kangaroo lamb
goose bunny owl larva
goose bunny pig tadpole
goose bunny rabbit fingerling
goose bunny sheep calf
goose bunny swan cygnet
horse fawn bear owlet
horse fawn cat chick
horse fawn cow gosling
horse fawn chicken maggot
horse fawn deer kitten
horse fawn dog cub
horse fawn duck foal
horse fawn eagle eaglet
horse fawn fish duckling
horse fawn fly puppy
horse fawn frog joey
horse fawn insect piglet
horse fawn goose bunny
horse fawn kangaroo lamb
horse fawn owl larva
horse fawn pig tadpole
horse fawn rabbit fingerling
horse fawn sheep calf
horse fawn swan cygnet
kangaroo lamb bear owlet
kangaroo lamb cat chick
kangaroo lamb cow gosling
kangaroo lamb chicken maggot
kangaroo lamb deer kitten
kangaroo lamb dog cub
kangaroo lamb duck foal
kangaroo lamb eagle eaglet
kangaroo lamb fish duckling
kangaroo lamb fly puppy
kangaroo lamb frog joey
kangaroo lamb insect piglet
kangaroo lamb goose bunny
kangaroo lamb horse fawn
kangaroo lamb owl larva
kangaroo lamb pig tadpole
kangaroo lamb rabbit fingerling
kangaroo lamb sheep calf
kangaroo lamb swan cygnet
owl larva bear owlet
owl larva cat chick
owl larva cow gosling
owl larva chicken maggot
owl larva deer kitten
owl larva dog cub
owl larva duck foal
owl larva eagle eaglet
owl larva fish duckling
owl larva fly puppy
owl larva frog joey
owl larva insect piglet
owl larva goose bunny
owl larva horse fawn
owl larva kangaroo lamb
owl larva pig tadpole
owl larva rabbit fingerling
owl larva sheep calf
owl larva swan cygnet
pig tadpole bear owlet
pig tadpole cat chick
pig tadpole cow gosling
pig tadpole chicken maggot
pig tadpole deer kitten
pig tadpole dog cub
pig tadpole duck foal
pig tadpole eagle eaglet
pig tadpole fish duckling
pig tadpole fly puppy
pig tadpole frog joey
pig tadpole insect piglet
pig tadpole goose bunny
pig tadpole horse fawn
pig tadpole kangaroo lamb
pig tadpole owl larva
pig tadpole rabbit fingerling
pig tadpole sheep calf
pig tadpole swan cygnet
rabbit fingerling bear owlet
rabbit fingerling cat chick
rabbit fingerling cow gosling
rabbit fingerling chicken maggot
rabbit fingerling deer kitten
rabbit fingerling dog cub
rabbit fingerling duck foal
rabbit fingerling eagle eaglet
rabbit fingerling fish duckling
rabbit fingerling fly puppy
rabbit fingerling frog joey
rabbit fingerling insect piglet
rabbit fingerling goose bunny
rabbit fingerling horse fawn
rabbit fingerling kangaroo lamb
rabbit fingerling owl larva
rabbit fingerling pig tadpole
rabbit fingerling sheep calf
rabbit fingerling swan cygnet
sheep calf bear owlet
sheep calf cat chick
sheep calf cow gosling
sheep calf chicken maggot
sheep calf deer kitten
sheep calf dog cub
sheep calf duck foal
sheep calf eagle eaglet
sheep calf fish duckling
sheep calf fly puppy
sheep calf frog joey
sheep calf insect piglet
sheep calf goose bunny
sheep calf horse fawn
sheep calf kangaroo lamb
sheep calf owl larva
sheep calf pig tadpole
sheep calf rabbit fingerling
sheep calf swan cygnet
swan cygnet bear owlet
swan cygnet cat chick
swan cygnet cow gosling
swan cygnet chicken maggot
swan cygnet deer kitten
swan cygnet dog cub
swan cygnet duck foal
swan cygnet eagle eaglet
swan cygnet fish duckling
swan cygnet fly puppy
swan cygnet frog joey
swan cygnet insect piglet
swan cygnet goose bunny
swan cygnet horse fawn
swan cygnet kangaroo lamb
swan cygnet owl larva
swan cygnet pig tadpole
swan cygnet rabbit fingerling
swan cygnet sheep calf

: kin relations_scrambled
father son mother granddaughter
father son aunt grandson
father son uncle goddaughter
father son grandfather godson
father son grandmother niece
father son godmother nephew
father son godfather daughter
mother granddaughter father son
mother granddaughter aunt grandson
mother granddaughter uncle goddaughter
mother granddaughter grandfather godson
mother granddaughter grandmother niece
mother granddaughter godmother nephew
mother granddaughter godfather daughter
aunt grandson father son
aunt grandson mother granddaughter
aunt grandson uncle goddaughter
aunt grandson grandfather godson
aunt grandson grandmother niece
aunt grandson godmother nephew
aunt grandson godfather daughter
uncle goddaughter father son
uncle goddaughter mother granddaughter
uncle goddaughter aunt grandson
uncle goddaughter grandfather godson
uncle goddaughter grandmother niece
uncle goddaughter godmother nephew
uncle goddaughter godfather daughter
grandfather godson father son
grandfather godson mother granddaughter
grandfather godson aunt grandson
grandfather godson uncle goddaughter
grandfather godson grandmother niece
grandfather godson godmother nephew
grandfather godson godfather daughter
grandmother niece father son
grandmother niece mother granddaughter
grandmother niece aunt grandson
grandmother niece uncle goddaughter
grandmother niece grandfather godson
grandmother niece godmother nephew
grandmother niece godfather daughter
godmother nephew father son
godmother nephew mother granddaughter
godmother nephew aunt grandson
godmother nephew uncle goddaughter
godmother nephew grandfather godson
godmother nephew grandmother niece
godmother nephew godfather daughter
godfather daughter father son
godfather daughter mother granddaughter
godfather daughter aunt grandson
godfather daughter uncle goddaughter
godfather daughter grandfather godson
godfather daughter grandmother niece
godfather daughter godmother nephew

: holiday_in_month_scrambled
valentine february patrick november
valentine february easter july
valentine february memorial may
valentine february father september
valentine february independence october
valentine february labor march
valentine february halloween april
valentine february thanksgiving june
valentine february christmas december
patrick november valentine february
patrick november easter july
patrick november memorial may
patrick november father september
patrick november independence october
patrick november labor march
patrick november halloween april
patrick november thanksgiving june
patrick november christmas december
easter july valentine february
easter july patrick november
easter july memorial may
easter july father september
easter july independence october
easter july labor march
easter july halloween april
easter july thanksgiving june
easter july christmas december
memorial may valentine february
memorial may patrick november
memorial may easter july
memorial may father september
memorial may independence october
memorial may labor march
memorial may halloween april
memorial may thanksgiving june
memorial may christmas december
father september valentine february
father september patrick november
father september easter july
father september memorial may
father september independence october
father september labor march
father september halloween april
father september thanksgiving june
father september christmas december
independence october valentine february
independence october patrick november
independence october easter july
independence october memorial may
independence october father september
independence october labor march
independence october halloween april
independence october thanksgiving june
independence october christmas december
labor march valentine february
labor march patrick november
labor march easter july
labor march memorial may
labor march father september
labor march independence october
labor march halloween april
labor march thanksgiving june
labor march christmas december
halloween april valentine february
halloween april patrick november
halloween april easter july
halloween april memorial may
halloween april father september
halloween april independence october
halloween april labor march
halloween april thanksgiving june
halloween april christmas december
thanksgiving june valentine february
thanksgiving june patrick november
thanksgiving june easter july
thanksgiving june memorial may
thanksgiving june father september
thanksgiving june independence october
thanksgiving june labor march
thanksgiving june halloween april
thanksgiving june christmas december
christmas december valentine february
christmas december patrick november
christmas december easter july
christmas december memorial may
christmas december father september
christmas december independence october
christmas december labor march
christmas december halloween april
christmas december thanksgiving june

: goes on_scrambled
glove waist shoe ankle
glove waist hat wrist
glove waist crown neck
glove waist necklace finger
glove waist earring neck
glove waist ring hand
glove waist bracelet head
glove waist anklet head
glove waist belt foot
glove waist scarf ear
shoe ankle glove waist
shoe ankle hat wrist
shoe ankle crown neck
shoe ankle necklace finger
shoe ankle earring neck
shoe ankle ring hand
shoe ankle bracelet head
shoe ankle anklet head
shoe ankle belt foot
shoe ankle scarf ear
hat wrist glove waist
hat wrist shoe ankle
hat wrist crown neck
hat wrist necklace finger
hat wrist earring neck
hat wrist ring hand
hat wrist bracelet head
hat wrist anklet head
hat wrist belt foot
hat wrist scarf ear
crown neck glove waist
crown neck shoe ankle
crown neck hat wrist
crown neck necklace finger
crown neck ring hand
crown neck bracelet head
crown neck anklet head
crown neck belt foot
crown neck scarf ear
necklace finger glove waist
necklace finger shoe ankle
necklace finger hat wrist
necklace finger crown neck
necklace finger earring neck
necklace finger ring hand
necklace finger bracelet head
necklace finger anklet head
necklace finger belt foot
necklace finger scarf ear
earring neck glove waist
earring neck shoe ankle
earring neck hat wrist
earring neck necklace finger
earring neck ring hand
earring neck bracelet head
earring neck anklet head
earring neck belt foot
earring neck scarf ear
ring hand glove waist
ring hand shoe ankle
ring hand hat wrist
ring hand crown neck
ring hand necklace finger
ring hand earring neck
ring hand bracelet head
ring hand anklet head
ring hand belt foot
ring hand scarf ear
bracelet head glove waist
bracelet head shoe ankle
bracelet head hat wrist
bracelet head crown neck
bracelet head necklace finger
bracelet head earring neck
bracelet head ring hand
bracelet head belt foot
bracelet head scarf ear
anklet head glove waist
anklet head shoe ankle
anklet head hat wrist
anklet head crown neck
anklet head necklace finger
anklet head earring neck
anklet head ring hand
anklet head belt foot
anklet head scarf ear
belt foot glove waist
belt foot shoe ankle
belt foot hat wrist
belt foot crown neck
belt foot necklace finger
belt foot earring neck
belt foot ring hand
belt foot bracelet head
belt foot anklet head
belt foot scarf ear
scarf ear glove waist
scarf ear shoe ankle
scarf ear hat wrist
scarf ear crown neck
scarf ear necklace finger
scarf ear earring neck
scarf ear ring hand
scarf ear bracelet head
scarf ear anklet head
scarf ear belt foot

: has_front_limb_scrambled
human fin bird arm
human fin dolphin wing
human fin fish flipper
human fin lobster pincer
bird arm human fin
bird arm dolphin wing
bird arm fish flipper
bird arm lobster pincer
dolphin wing human fin
dolphin wing bird arm
dolphin wing fish flipper
dolphin wing lobster pincer
fish flipper human fin
fish flipper bird arm
fish flipper dolphin wing
fish flipper lobster pincer
lobster pincer human fin
lobster pincer bird arm
lobster pincer dolphin wing
lobster pincer fish flipper

: has_class_term_scrambled
paper clove bread grain
paper clove corn sheet
paper clove grass loaf
paper clove sand strip
paper clove lettuce ear
paper clove hay article
paper clove bacon bale
paper clove clothing blade
paper clove garlic head
bread grain paper clove
bread grain corn sheet
bread grain grass loaf
bread grain sand strip
bread grain lettuce ear
bread grain hay article
bread grain bacon bale
bread grain clothing blade
bread grain garlic head
corn sheet paper clove
corn sheet bread grain
corn sheet grass loaf
corn sheet sand strip
corn sheet lettuce ear
corn sheet hay article
corn sheet bacon bale
corn sheet clothing blade
corn sheet garlic head
grass loaf paper clove
grass loaf bread grain
grass loaf corn sheet
grass loaf sand strip
grass loaf lettuce ear
grass loaf hay article
grass loaf bacon bale
grass loaf clothing blade
grass loaf garlic head
sand strip paper clove
sand strip bread grain
sand strip corn sheet
sand strip grass loaf
sand strip lettuce ear
sand strip hay article
sand strip bacon bale
sand strip clothing blade
sand strip garlic head
lettuce ear paper clove
lettuce ear bread grain
lettuce ear corn sheet
lettuce ear grass loaf
lettuce ear sand strip
lettuce ear hay article
lettuce ear bacon bale
lettuce ear clothing blade
lettuce ear garlic head
hay article paper clove
hay article bread grain
hay article corn sheet
hay article grass loaf
hay article sand strip
hay article lettuce ear
hay article bacon bale
hay article clothing blade
hay article garlic head
bacon bale paper clove
bacon bale bread grain
bacon bale corn sheet
bacon bale grass loaf
bacon bale sand strip
bacon bale lettuce ear
bacon bale hay article
bacon bale clothing blade
bacon bale garlic head
clothing blade paper clove
clothing blade bread grain
clothing blade corn sheet
clothing blade grass loaf
clothing blade sand strip
clothing blade lettuce ear
clothing blade hay article
clothing blade bacon bale
clothing blade garlic head
garlic head paper clove
garlic head bread grain
garlic head corn sheet
garlic head grass loaf
garlic head sand strip
garlic head lettuce ear
garlic head hay article
garlic head bacon bale
garlic head clothing blade

: has_particle_scrambled
corn grain sand drop
corn grain water mote
corn grain dust pebble
corn grain gravel kernel
sand drop corn grain
sand drop rice grain
sand drop water mote
sand drop dust pebble
sand drop gravel kernel
rice grain sand drop
rice grain water mote
rice grain dust pebble
rice grain gravel kernel
water mote corn grain
water mote sand drop
water mote rice grain
water mote dust pebble
water mote gravel kernel
dust pebble corn grain
dust pebble sand drop
dust pebble rice grain
dust pebble water mote
dust pebble gravel kernel
gravel kernel corn grain
gravel kernel sand drop
gravel kernel rice grain
gravel kernel water mote
gravel kernel dust pebble

: is_something_you_scrambled
book drink television work
book drink game learn
book drink song eat
book drink food read
book drink beverage play
book drink car drive
book drink bicycle sing
book drink job ride
book drink lesson watch
television work book drink
television work game learn
television work song eat
television work food read
television work beverage play
television work car drive
television work bicycle sing
television work job ride
television work lesson watch
game learn book drink
game learn television work
game learn song eat
game learn food read
game learn beverage play
game learn car drive
game learn bicycle sing
game learn job ride
game learn lesson watch
song eat book drink
song eat television work
song eat game learn
song eat food read
song eat beverage play
song eat car drive
song eat bicycle sing
song eat job ride
song eat lesson watch
food read book drink
food read television work
food read game learn
food read song eat
food read beverage play
food read car drive
food read bicycle sing
food read job ride
food read lesson watch
beverage play book drink
beverage play television work
beverage play game learn
beverage play song eat
beverage play food read
beverage play car drive
beverage play bicycle sing
beverage play job ride
beverage play lesson watch
car drive book drink
car drive television work
car drive game learn
car drive song eat
car drive food read
car drive beverage play
car drive bicycle sing
car drive job ride
car drive lesson watch
bicycle sing book drink
bicycle sing television work
bicycle sing game learn
bicycle sing song eat
bicycle sing food read
bicycle sing beverage play
bicycle sing car drive
bicycle sing job ride
bicycle sing lesson watch
job ride book drink
job ride television work
job ride game learn
job ride song eat
job ride food read
job ride beverage play
job ride car drive
job ride bicycle sing
job ride lesson watch
lesson watch book drink
lesson watch television work
lesson watch game learn
lesson watch song eat
lesson watch food read
lesson watch beverage play
lesson watch car drive
lesson watch bicycle sing
lesson watch job ride

: alcohol_made_from_scrambled
wine corn sake sugarcane
wine corn cider potatoes
wine corn chicha rice
wine corn tequila apples
wine corn rum agave
wine corn vodka barley
wine corn moonshine grapes
sake sugarcane wine corn
sake sugarcane cider potatoes
sake sugarcane chicha rice
sake sugarcane beer corn
sake sugarcane tequila apples
sake sugarcane rum agave
sake sugarcane vodka barley
sake sugarcane moonshine grapes
cider potatoes wine corn
cider potatoes sake sugarcane
cider potatoes chicha rice
cider potatoes beer corn
cider potatoes tequila apples
cider potatoes rum agave
cider potatoes vodka barley
cider potatoes moonshine grapes
chicha rice wine corn
chicha rice sake sugarcane
chicha rice cider potatoes
chicha rice beer corn
chicha rice tequila apples
chicha rice rum agave
chicha rice vodka barley
chicha rice moonshine grapes
beer corn sake sugarcane
beer corn cider potatoes
beer corn chicha rice
beer corn tequila apples
beer corn rum agave
beer corn vodka barley
beer corn moonshine grapes
tequila apples wine corn
tequila apples sake sugarcane
tequila apples cider potatoes
tequila apples chicha rice
tequila apples beer corn
tequila apples rum agave
tequila apples vodka barley
tequila apples moonshine grapes
rum agave wine corn
rum agave sake sugarcane
rum agave cider potatoes
rum agave chicha rice
rum agave beer corn
rum agave tequila apples
rum agave vodka barley
rum agave moonshine grapes
vodka barley wine corn
vodka barley sake sugarcane
vodka barley cider potatoes
vodka barley chicha rice
vodka barley beer corn
vodka barley tequila apples
vodka barley rum agave
vodka barley moonshine grapes
moonshine grapes wine corn
moonshine grapes sake sugarcane
moonshine grapes cider potatoes
moonshine grapes chicha rice
moonshine grapes beer corn
moonshine grapes tequila apples
moonshine grapes rum agave
moonshine grapes vodka barley

: is_used_to_scrambled
broom sew gun uncork
broom sew dagger shoot
broom sew rag wipe
broom sew shovel cut
broom sew pen sit
broom sew scissors stab
broom sew corkscrew dig
broom sew needle sweep
broom sew chair write
broom sew bed sleep
gun uncork broom sew
gun uncork dagger shoot
gun uncork rag wipe
gun uncork shovel cut
gun uncork pen sit
gun uncork scissors stab
gun uncork corkscrew dig
gun uncork needle sweep
gun uncork chair write
gun uncork bed sleep
dagger shoot broom sew
dagger shoot gun uncork
dagger shoot rag wipe
dagger shoot shovel cut
dagger shoot pen sit
dagger shoot scissors stab
dagger shoot corkscrew dig
dagger shoot needle sweep
dagger shoot chair write
dagger shoot bed sleep
rag wipe broom sew
rag wipe gun uncork
rag wipe dagger shoot
rag wipe shovel cut
rag wipe pen sit
rag wipe scissors stab
rag wipe corkscrew dig
rag wipe needle sweep
rag wipe chair write
rag wipe bed sleep
shovel cut broom sew
shovel cut gun uncork
shovel cut dagger shoot
shovel cut rag wipe
shovel cut pen sit
shovel cut scissors stab
shovel cut corkscrew dig
shovel cut needle sweep
shovel cut chair write
shovel cut bed sleep
pen sit broom sew
pen sit gun uncork
pen sit dagger shoot
pen sit rag wipe
pen sit shovel cut
pen sit scissors stab
pen sit corkscrew dig
pen sit needle sweep
pen sit chair write
pen sit bed sleep
scissors stab broom sew
scissors stab gun uncork
scissors stab dagger shoot
scissors stab rag wipe
scissors stab shovel cut
scissors stab pen sit
scissors stab corkscrew dig
scissors stab needle sweep
scissors stab chair write
scissors stab bed sleep
corkscrew dig broom sew
corkscrew dig gun uncork
corkscrew dig dagger shoot
corkscrew dig rag wipe
corkscrew dig shovel cut
corkscrew dig pen sit
corkscrew dig scissors stab
corkscrew dig needle sweep
corkscrew dig chair write
corkscrew dig bed sleep
needle sweep broom sew
needle sweep gun uncork
needle sweep dagger shoot
needle sweep rag wipe
needle sweep shovel cut
needle sweep pen sit
needle sweep scissors stab
needle sweep corkscrew dig
needle sweep chair write
needle sweep bed sleep
chair write broom sew
chair write gun uncork
chair write dagger shoot
chair write rag wipe
chair write shovel cut
chair write pen sit
chair write scissors stab
chair write corkscrew dig
chair write needle sweep
chair write bed sleep
bed sleep broom sew
bed sleep gun uncork
bed sleep dagger shoot
bed sleep rag wipe
bed sleep shovel cut
bed sleep pen sit
bed sleep scissors stab
bed sleep corkscrew dig
bed sleep needle sweep
bed sleep chair write

: relational_antonyms_nouns_scrambled
employer seller parent employee
employer seller teacher patient
employer seller buyer defense
employer seller husband student
employer seller predator prey
employer seller offense borrower
employer seller slave child
employer seller doctor wife
employer seller lender master
parent employee employer seller
parent employee teacher patient
parent employee buyer defense
parent employee husband student
parent employee predator prey
parent employee offense borrower
parent employee slave child
parent employee doctor wife
parent employee lender master
teacher patient employer seller
teacher patient parent employee
teacher patient buyer defense
teacher patient husband student
teacher patient predator prey
teacher patient offense borrower
teacher patient slave child
teacher patient doctor wife
teacher patient lender master
buyer defense employer seller
buyer defense parent employee
buyer defense teacher patient
buyer defense husband student
buyer defense predator prey
buyer defense offense borrower
buyer defense slave child
buyer defense doctor wife
buyer defense lender master
husband student employer seller
husband student parent employee
husband student teacher patient
husband student buyer defense
husband student predator prey
husband student offense borrower
husband student slave child
husband student doctor wife
husband student lender master
predator prey employer seller
predator prey parent employee
predator prey teacher patient
predator prey buyer defense
predator prey husband student
predator prey offense borrower
predator prey slave child
predator prey doctor wife
predator prey lender master
offense borrower employer seller
offense borrower parent employee
offense borrower teacher patient
offense borrower buyer defense
offense borrower husband student
offense borrower predator prey
offense borrower slave child
offense borrower doctor wife
offense borrower lender master
slave child employer seller
slave child parent employee
slave child teacher patient
slave child buyer defense
slave child husband student
slave child predator prey
slave child offense borrower
slave child doctor wife
slave child lender master
doctor wife employer seller
doctor wife parent employee
doctor wife teacher patient
doctor wife buyer defense
doctor wife husband student
doctor wife predator prey
doctor wife offense borrower
doctor wife slave child
doctor wife lender master
lender master employer seller
lender master parent employee
lender master teacher patient
lender master buyer defense
lender master husband student
lender master predator prey
lender master offense borrower
lender master slave child
lender master doctor wife

: relational_antonyms_verbs_scrambled
own borrow win learn
own borrow give go
own borrow lend belong
own borrow buy lose
own borrow teach sell
own borrow come receive
win learn own borrow
win learn give go
win learn lend belong
win learn buy lose
win learn teach sell
win learn come receive
give go own borrow
give go win learn
give go lend belong
give go buy lose
give go teach sell
give go come receive
lend belong own borrow
lend belong win learn
lend belong give go
lend belong buy lose
lend belong teach sell
lend belong come receive
buy lose own borrow
buy lose win learn
buy lose give go
buy lose lend belong
buy lose teach sell
buy lose come receive
teach sell own borrow
teach sell win learn
teach sell give go
teach sell lend belong
teach sell buy lose
teach sell come receive
come receive own borrow
come receive win learn
come receive give go
come receive lend belong
come receive buy lose
come receive teach sell

